Ac_gi	Ac_ref_Tx	UniProt_db	Entry	Entry_name	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
871222227	XM_005094953.2	sp	P37268	FDFT_HUMAN	56.40	406	177	0	115	1332	5	410	6e-158	461
871222229	XM_005094954.2	sp	P37268	FDFT_HUMAN	56.40	406	177	0	118	1335	5	410	6e-158	461
871222236	XM_005094957.2	sp	Q96DC8	ECHD3_HUMAN	61.51	252	95	1	426	1175	48	299	6e-108	328
871222234	XM_005094956.2	sp	Q96DC8	ECHD3_HUMAN	61.51	252	95	1	581	1330	48	299	3e-107	328
871222243	XM_005094959.2	sp	Q2M296	MTHSD_HUMAN	57.42	256	99	1	491	1258	13	258	2e-89	296
871222243	XM_005094959.2	sp	Q2M296	MTHSD_HUMAN	42.11	76	44	0	1787	2014	306	381	3e-08	58.2
871222245	XM_013080597.1	sp	Q2M296	MTHSD_HUMAN	59.35	246	100	0	546	1283	13	258	8e-94	309
871222245	XM_013080597.1	sp	Q2M296	MTHSD_HUMAN	42.11	76	44	0	1812	2039	306	381	3e-08	58.2
871222238	XM_005094960.2	sp	Q2M296	MTHSD_HUMAN	57.42	256	99	1	546	1313	13	258	2e-89	296
871222238	XM_005094960.2	sp	Q2M296	MTHSD_HUMAN	42.11	76	44	0	1842	2069	306	381	3e-08	58.2
871222240	XM_013080596.1	sp	Q2M296	MTHSD_HUMAN	57.42	256	99	1	720	1487	13	258	3e-89	296
871222240	XM_013080596.1	sp	Q2M296	MTHSD_HUMAN	42.11	76	44	0	2016	2243	306	381	4e-08	58.2
871222250	XM_005094963.2	sp	P17480	UBF1_HUMAN	27.22	349	236	6	110	1102	22	370	2e-15	82.8
871222252	XR_220292.2	sp	P17480	UBF1_HUMAN	27.22	349	236	6	110	1102	22	370	2e-15	82.8
871222255	XM_005094964.2	sp	Q15006	EMC2_HUMAN	52.69	260	123	0	34	813	10	269	8e-77	257
871222259	XM_005094965.2	sp	O14645	IDLC_HUMAN	76.36	258	60	1	72	842	1	258	2e-104	322
871222272	XM_013080602.1	tr	A0A0D9SG14	A0A0D9SG14_HUMAN	44.85	136	72	2	385	792	6	138	2e-35	131
871222266	XM_013080600.1	tr	A0A0D9SG14	A0A0D9SG14_HUMAN	42.96	142	72	2	385	810	6	138	1e-34	128
871222269	XM_013080601.1	tr	A0A0D9SG14	A0A0D9SG14_HUMAN	42.96	142	72	2	333	758	6	138	1e-34	128
871222275	XM_013080603.1	tr	A0A0D9SG14	A0A0D9SG14_HUMAN	42.96	142	72	2	390	815	6	138	1e-34	128
871222263	XM_013080599.1	tr	A0A0A0MR88	A0A0A0MR88_HUMAN	58.92	185	75	1	118	672	18	201	1e-50	199
871222281	XM_013080605.1	sp	P83110	HTRA3_HUMAN	33.33	123	55	6	829	1185	27	126	1e-04	47.0
871222278	XM_005094967.2	sp	Q8NBX0	SCPDL_HUMAN	45.90	427	220	6	693	1952	6	428	2e-110	362
871222140	XM_005094980.2	sp	Q15825	ACHA6_HUMAN	28.95	266	181	6	211	993	36	298	6e-23	102
871222152	XM_013080582.1	sp	P36544	ACHA7_HUMAN	31.59	364	230	9	128	1183	28	384	4e-43	163
871222155	XM_013080583.1	tr	A0A1B0GW52	A0A1B0GW52_HUMAN	31.03	203	136	3	458	1060	5	205	8e-19	87.8
871222144	XM_005094986.2	sp	Q9H2R5	KLK15_HUMAN	33.01	209	115	8	175	759	56	253	4e-21	93.2
871222296	XM_005094987.2	sp	Q92551	IP6K1_HUMAN	32.35	371	181	6	125	1066	26	383	3e-46	171
871222296	XM_005094987.2	sp	Q92551	IP6K1_HUMAN	45.45	44	24	0	1403	1534	393	436	6e-08	56.2
871222325	XM_013080613.1	sp	P12270	TPR_HUMAN	35.39	1800	1023	28	90	5366	1	1701	0.0	799
871222325	XM_013080613.1	sp	P12270	TPR_HUMAN	48.44	128	53	4	6327	6674	2089	2215	4e-24	113
871222332	XM_013080615.1	sp	P12270	TPR_HUMAN	35.39	1800	1023	28	90	5366	1	1701	0.0	798
871222332	XM_013080615.1	sp	P12270	TPR_HUMAN	48.44	128	53	4	6225	6572	2089	2215	5e-24	112
871222329	XM_013080614.1	sp	P12270	TPR_HUMAN	35.39	1800	1023	28	90	5366	1	1701	0.0	799
871222329	XM_013080614.1	sp	P12270	TPR_HUMAN	48.44	128	53	4	6291	6638	2089	2215	4e-24	113
871222335	XM_013080616.1	sp	Q8WZA1	PMGT1_HUMAN	55.98	652	272	5	150	2090	1	642	0.0	766
871222339	XM_005094988.2	sp	Q16740	CLPP_HUMAN	73.08	208	55	1	149	769	48	255	1e-102	328
871222341	XM_005094989.2	tr	K7EP59	K7EP59_HUMAN	71.91	324	90	1	1054	2025	23	345	2e-141	443
871222343	XM_013080617.1	sp	Q9BTV7	CABL2_HUMAN	41.13	265	135	7	805	1596	230	474	2e-51	194
871222353	XM_013080619.1	sp	Q8TDN4	CABL1_HUMAN	38.98	313	163	8	616	1503	332	633	1e-53	204
871222346	XM_013080618.1	sp	Q9BTV7	CABL2_HUMAN	40.93	259	135	6	805	1569	230	474	1e-51	194
871222356	XM_013080620.1	sp	Q8TDN4	CABL1_HUMAN	46.43	224	116	3	817	1476	410	633	8e-52	198
871222349	XM_005094990.2	sp	Q9BTV7	CABL2_HUMAN	41.13	265	135	7	736	1527	230	474	1e-51	195
871222351	XM_005094991.2	sp	Q9BTV7	CABL2_HUMAN	41.13	265	135	7	706	1497	230	474	1e-51	195
871222365	XM_005094992.2	sp	Q96CA5	BIRC7_HUMAN	31.87	251	120	8	2949	3674	90	298	7e-30	124
871222310	XM_005095018.2	sp	Q92485	ASM3B_HUMAN	36.63	404	242	6	131	1309	16	416	2e-89	289
524876730	XM_005095019.1	tr	Q5T0Y8	Q5T0Y8_HUMAN	37.72	114	59	3	71	382	44	155	2e-13	68.6
871222371	XM_005095020.2	sp	Q9Y345	SC6A5_HUMAN	40.72	582	339	3	411	2138	179	760	4e-146	474
871222290	XM_013080607.1	sp	Q9Y345	SC6A5_HUMAN	40.79	429	228	4	133	1404	178	585	9e-86	286
871222290	XM_013080607.1	sp	Q9Y345	SC6A5_HUMAN	39.13	46	26	1	1444	1581	659	702	2e-04	45.1
871222383	XM_013080623.1	sp	Q9Y345	SC6A5_HUMAN	38.51	592	357	3	589	2364	188	772	9e-134	439
871222293	XM_005095023.2	sp	Q9Y345	SC6A5_HUMAN	37.44	609	306	6	423	2111	194	773	7e-123	390
871222386	XM_005094997.2	sp	Q96L42	KCNH8_HUMAN	54.00	700	282	9	1401	3476	11	678	0.0	707
871222397	XM_013080627.1	sp	Q96L42	KCNH8_HUMAN	54.55	693	282	8	1401	3455	11	678	0.0	712
871222388	XM_013080624.1	sp	Q96L42	KCNH8_HUMAN	54.00	700	282	9	1270	3345	11	678	0.0	707
871222391	XM_013080625.1	sp	Q96L42	KCNH8_HUMAN	54.00	700	282	9	1391	3466	11	678	0.0	707
871222394	XM_013080626.1	sp	Q96L42	KCNH8_HUMAN	54.00	700	282	9	1260	3335	11	678	0.0	707
871222400	XM_005094998.2	sp	O60760	HPGDS_HUMAN	30.05	193	131	2	119	697	6	194	8e-27	112
871222403	XM_013080628.1	sp	O60760	HPGDS_HUMAN	30.05	193	131	2	101	679	6	194	8e-27	112
871222406	XM_013080629.1	sp	Q6W5P4	NPSR1_HUMAN	44.05	84	41	2	223	456	262	345	2e-14	77.4
871222413	XM_005095001.2	sp	P43897	EFTS_HUMAN	37.50	272	148	7	235	1023	23	281	7e-44	160
871222419	XM_005095003.2	sp	Q16774	KGUA_HUMAN	53.89	193	87	1	180	758	5	195	2e-61	213
871222425	XM_005095005.2	sp	Q16774	KGUA_HUMAN	53.89	193	87	1	133	711	5	195	2e-61	213
871222428	XM_005095006.2	sp	Q16774	KGUA_HUMAN	53.89	193	87	1	151	729	5	195	2e-61	213
871222421	XM_005095004.2	sp	Q16774	KGUA_HUMAN	53.89	193	87	1	345	923	5	195	2e-61	213
871222416	XM_013080630.1	sp	Q6ZS30	NBEL1_HUMAN	52.27	1232	570	12	4946	8626	1437	2655	0.0	1291
871222416	XM_013080630.1	sp	Q6ZS30	NBEL1_HUMAN	34.68	1286	789	21	41	3814	5	1267	0.0	696
871222432	XM_013080631.1	sp	O00219	HYAS3_HUMAN	24.22	161	105	4	2670	3131	210	360	6e-07	56.2
871222450	XM_013080635.1	sp	Q6URK8	TEPP_HUMAN	29.76	168	89	4	790	1248	85	238	2e-13	72.0
871222447	XM_013080634.1	sp	Q6URK8	TEPP_HUMAN	29.76	168	89	4	806	1264	85	238	2e-13	72.0
871222444	XM_005095008.2	sp	Q6URK8	TEPP_HUMAN	29.76	168	89	4	1434	1892	85	238	3e-13	72.0
871222441	XM_005095009.2	tr	H3BR81	H3BR81_HUMAN	36.82	239	123	12	461	1129	58	284	8e-22	100
871222441	XM_005095009.2	tr	H3BR81	H3BR81_HUMAN	35.02	217	120	8	560	1168	2	211	2e-16	83.6
871222441	XM_005095009.2	tr	H3BR81	H3BR81_HUMAN	31.05	219	128	8	431	1048	136	344	1e-13	74.7
871222441	XM_005095009.2	tr	H3BR81	H3BR81_HUMAN	31.93	238	136	11	461	1129	189	415	3e-12	70.1
871222441	XM_005095009.2	tr	H3BR81	H3BR81_HUMAN	32.06	209	113	7	461	1018	232	434	5e-11	66.6
871222441	XM_005095009.2	tr	H3BR81	H3BR81_HUMAN	32.20	177	100	7	458	952	274	442	4e-09	60.5
871222438	XM_013080633.1	tr	H3BR81	H3BR81_HUMAN	35.27	258	139	11	544	1269	39	284	1e-23	106
871222438	XM_013080633.1	tr	H3BR81	H3BR81_HUMAN	35.48	217	119	8	700	1308	2	211	8e-17	85.1
871222438	XM_013080633.1	tr	H3BR81	H3BR81_HUMAN	32.65	245	139	12	580	1269	182	415	2e-14	77.4
871222438	XM_013080633.1	tr	H3BR81	H3BR81_HUMAN	32.41	216	117	7	580	1158	225	434	5e-13	73.2
871222435	XM_013080632.1	sp	Q5VY43	PEAR1_HUMAN	31.64	335	179	16	2399	3358	295	594	5e-24	110
871222435	XM_013080632.1	sp	Q5VY43	PEAR1_HUMAN	34.91	212	116	9	2633	3235	480	680	1e-17	89.7
871222435	XM_013080632.1	sp	Q5VY43	PEAR1_HUMAN	28.30	371	156	14	2537	3355	149	507	7e-17	87.4
871222435	XM_013080632.1	sp	Q5VY43	PEAR1_HUMAN	30.53	226	124	12	2732	3355	122	332	7e-11	68.2
871222435	XM_013080632.1	sp	Q5VY43	PEAR1_HUMAN	26.72	262	113	7	2633	3265	523	756	3e-10	66.2
524876711	XM_005095010.1	sp	P48147	PPCE_HUMAN	64.27	708	250	2	117	2231	1	708	0.0	963
871222505	XM_005095029.2	sp	O60318	GANP_HUMAN	44.76	592	284	11	1739	3496	436	990	1e-118	420
871222505	XM_005095029.2	sp	O60318	GANP_HUMAN	22.87	739	481	23	3731	5860	1075	1753	5e-31	135
871222518	XM_005095031.2	sp	Q8NBT0	POC1A_HUMAN	55.73	436	150	6	309	1616	7	399	7e-158	489
871222515	XM_005095030.2	sp	Q8NBT0	POC1A_HUMAN	56.06	437	148	7	307	1617	7	399	4e-158	489
871222488	XM_005095032.2	sp	Q8N6F8	MET27_HUMAN	35.64	188	110	5	202	762	27	204	2e-25	107
871222521	XM_005095033.2	sp	P55201	BRPF1_HUMAN	52.63	838	354	12	324	2750	1	824	0.0	780
871222521	XM_005095033.2	sp	P55201	BRPF1_HUMAN	62.31	130	45	1	3975	4352	1075	1204	3e-44	177
871222523	XM_013080650.1	sp	P55201	BRPF1_HUMAN	52.63	838	354	12	322	2748	1	824	0.0	780
871222523	XM_013080650.1	sp	P55201	BRPF1_HUMAN	62.31	130	45	1	3874	4251	1075	1204	3e-44	177
871222526	XM_013080651.1	sp	Q9P2N4	ATS9_HUMAN	39.78	1898	1019	36	1059	6605	113	1935	0.0	1355
871222496	XM_013080645.1	sp	Q6V0I7	FAT4_HUMAN	36.97	284	168	4	100	936	3080	3357	3e-41	159
871222496	XM_013080645.1	sp	Q6V0I7	FAT4_HUMAN	34.28	318	197	8	109	1038	469	782	1e-40	157
871222496	XM_013080645.1	sp	Q6V0I7	FAT4_HUMAN	34.81	316	198	5	109	1038	3188	3501	2e-35	141
871222496	XM_013080645.1	sp	Q6V0I7	FAT4_HUMAN	36.88	301	181	6	109	993	1938	2235	8e-35	140
871222496	XM_013080645.1	sp	Q6V0I7	FAT4_HUMAN	36.21	290	178	5	109	969	576	861	2e-34	139
871222496	XM_013080645.1	sp	Q6V0I7	FAT4_HUMAN	35.53	304	189	5	109	1008	2045	2345	8e-34	137
871222496	XM_013080645.1	sp	Q6V0I7	FAT4_HUMAN	32.61	322	203	5	109	1047	887	1203	2e-33	135
871222496	XM_013080645.1	sp	Q6V0I7	FAT4_HUMAN	35.64	303	185	8	106	993	1308	1607	3e-32	132
871222496	XM_013080645.1	sp	Q6V0I7	FAT4_HUMAN	34.72	288	176	6	109	948	990	1273	1e-31	130
871222496	XM_013080645.1	sp	Q6V0I7	FAT4_HUMAN	34.70	317	193	9	109	1038	2148	2457	2e-31	129
871222496	XM_013080645.1	sp	Q6V0I7	FAT4_HUMAN	34.80	296	186	5	109	981	2977	3270	3e-31	129
871222496	XM_013080645.1	sp	Q6V0I7	FAT4_HUMAN	35.16	310	182	10	121	1029	791	1088	1e-29	124
871222496	XM_013080645.1	sp	Q6V0I7	FAT4_HUMAN	34.71	314	186	8	151	1035	366	679	2e-29	123
871222496	XM_013080645.1	sp	Q6V0I7	FAT4_HUMAN	33.77	302	194	4	109	999	1204	1504	3e-29	122
871222496	XM_013080645.1	sp	Q6V0I7	FAT4_HUMAN	36.58	257	154	6	268	1029	2612	2862	2e-28	120
871222496	XM_013080645.1	sp	Q6V0I7	FAT4_HUMAN	29.56	318	214	3	109	1035	1094	1410	4e-27	116
871222496	XM_013080645.1	sp	Q6V0I7	FAT4_HUMAN	32.48	311	197	5	109	1023	1734	2037	5e-27	115
871222496	XM_013080645.1	sp	Q6V0I7	FAT4_HUMAN	32.52	326	198	8	106	1044	2766	3082	9e-26	111
871222496	XM_013080645.1	sp	Q6V0I7	FAT4_HUMAN	30.35	313	185	10	145	1035	48	343	1e-23	104
871222496	XM_013080645.1	sp	Q6V0I7	FAT4_HUMAN	28.95	304	203	6	109	1011	2358	2651	4e-22	100
871222496	XM_013080645.1	sp	Q6V0I7	FAT4_HUMAN	30.10	289	187	8	109	948	1414	1696	2e-21	98.2
871222496	XM_013080645.1	sp	Q6V0I7	FAT4_HUMAN	31.88	276	176	6	118	924	1626	1896	9e-21	95.9
871222496	XM_013080645.1	sp	Q6V0I7	FAT4_HUMAN	30.65	323	196	10	109	1002	129	448	1e-16	83.6
871222496	XM_013080645.1	sp	Q6V0I7	FAT4_HUMAN	31.03	203	132	5	91	687	3392	3590	2e-14	76.3
871222493	XM_005095064.2	sp	Q6V0I7	FAT4_HUMAN	36.24	287	172	4	94	939	3077	3357	1e-41	160
871222493	XM_005095064.2	sp	Q6V0I7	FAT4_HUMAN	34.28	318	197	8	112	1041	469	782	1e-40	157
871222493	XM_005095064.2	sp	Q6V0I7	FAT4_HUMAN	37.03	316	186	8	112	1038	1835	2144	2e-40	157
871222493	XM_005095064.2	sp	Q6V0I7	FAT4_HUMAN	34.67	323	203	5	91	1041	3181	3501	5e-36	143
871222493	XM_005095064.2	sp	Q6V0I7	FAT4_HUMAN	35.53	304	189	5	112	1011	2045	2345	7e-34	137
871222493	XM_005095064.2	sp	Q6V0I7	FAT4_HUMAN	34.27	321	196	9	55	996	1295	1607	8e-33	134
871222493	XM_005095064.2	sp	Q6V0I7	FAT4_HUMAN	34.52	310	194	6	91	1014	676	978	6e-32	131
871222493	XM_005095064.2	sp	Q6V0I7	FAT4_HUMAN	33.99	303	193	5	91	984	2970	3270	1e-31	130
871222493	XM_005095064.2	sp	Q6V0I7	FAT4_HUMAN	34.72	288	176	6	112	951	990	1273	1e-31	130
871222493	XM_005095064.2	sp	Q6V0I7	FAT4_HUMAN	34.70	317	193	9	112	1041	2148	2457	2e-31	129
871222493	XM_005095064.2	sp	Q6V0I7	FAT4_HUMAN	33.96	321	193	10	91	1032	780	1088	1e-29	124
871222493	XM_005095064.2	sp	Q6V0I7	FAT4_HUMAN	34.71	314	186	8	154	1038	366	679	2e-29	123
871222493	XM_005095064.2	sp	Q6V0I7	FAT4_HUMAN	33.77	302	194	4	112	1002	1204	1504	3e-29	122
871222493	XM_005095064.2	sp	Q6V0I7	FAT4_HUMAN	36.58	257	154	6	271	1032	2612	2862	1e-28	120
871222493	XM_005095064.2	sp	Q6V0I7	FAT4_HUMAN	32.59	316	199	6	100	1026	1729	2037	3e-27	116
871222493	XM_005095064.2	sp	Q6V0I7	FAT4_HUMAN	29.56	318	214	3	112	1038	1094	1410	3e-27	116
871222493	XM_005095064.2	sp	Q6V0I7	FAT4_HUMAN	32.02	331	203	8	94	1047	2761	3082	4e-26	113
871222493	XM_005095064.2	sp	Q6V0I7	FAT4_HUMAN	30.35	313	185	10	148	1038	48	343	2e-23	104
871222493	XM_005095064.2	sp	Q6V0I7	FAT4_HUMAN	28.95	304	203	6	112	1014	2358	2651	4e-22	100
871222493	XM_005095064.2	sp	Q6V0I7	FAT4_HUMAN	30.10	289	187	8	112	951	1414	1696	2e-21	98.2
871222493	XM_005095064.2	sp	Q6V0I7	FAT4_HUMAN	31.88	276	176	6	121	927	1626	1896	8e-21	96.3
871222493	XM_005095064.2	sp	Q6V0I7	FAT4_HUMAN	30.65	323	196	10	112	1005	129	448	1e-16	83.6
871222493	XM_005095064.2	sp	Q6V0I7	FAT4_HUMAN	31.34	201	130	5	100	690	3394	3590	3e-14	75.9
871222468	XM_005095065.2	sp	Q8IXT5	RB12B_HUMAN	31.87	182	124	0	64	609	583	764	1e-20	92.4
871222468	XM_005095065.2	sp	Q8IXT5	RB12B_HUMAN	31.69	183	124	1	61	609	567	748	9e-20	89.7
871222468	XM_005095065.2	sp	Q8IXT5	RB12B_HUMAN	32.04	181	123	0	67	609	576	756	6e-19	87.4
871222468	XM_005095065.2	sp	Q8IXT5	RB12B_HUMAN	32.32	164	109	1	118	609	563	724	1e-15	77.4
871222471	XM_013080639.1	tr	A0A0A0MQX5	A0A0A0MQX5_HUMAN	31.02	432	255	11	768	2054	67	458	2e-56	211
871222471	XM_013080639.1	tr	A0A0A0MQX5	A0A0A0MQX5_HUMAN	22.44	566	290	20	876	2492	304	747	3e-13	74.7
871222471	XM_013080639.1	tr	A0A0A0MQX5	A0A0A0MQX5_HUMAN	23.39	248	149	9	813	1508	463	685	3e-04	45.8
871222534	XM_013080653.1	sp	Q9BTE6	AASD1_HUMAN	48.55	414	210	3	206	1444	1	412	3e-135	411
871222537	XM_005095034.2	sp	O43791	SPOP_HUMAN	79.78	356	72	0	494	1561	19	374	2e-175	546
871222539	XM_005095035.2	sp	O43791	SPOP_HUMAN	79.78	356	72	0	353	1420	19	374	2e-175	546
871222544	XM_013080654.1	sp	P46531	NOTC1_HUMAN	33.37	1016	519	41	305	3178	62	977	2e-101	369
871222544	XM_013080654.1	sp	P46531	NOTC1_HUMAN	33.30	985	569	41	308	3181	339	1262	1e-99	362
871222544	XM_013080654.1	sp	P46531	NOTC1_HUMAN	31.40	1121	560	40	308	3244	261	1314	1e-98	359
871222544	XM_013080654.1	sp	P46531	NOTC1_HUMAN	32.07	1082	580	39	299	3253	141	1164	2e-96	351
871222544	XM_013080654.1	sp	P46531	NOTC1_HUMAN	32.78	906	526	36	293	2929	489	1338	2e-90	332
871222544	XM_013080654.1	sp	P46531	NOTC1_HUMAN	34.19	936	527	39	443	3178	31	901	2e-88	325
871222544	XM_013080654.1	sp	P46531	NOTC1_HUMAN	31.97	907	497	36	308	2851	720	1565	3e-77	289
871222544	XM_013080654.1	sp	P46531	NOTC1_HUMAN	38.35	206	113	7	296	889	1228	1427	1e-22	108
871222544	XM_013080654.1	sp	P46531	NOTC1_HUMAN	33.09	136	68	6	7373	7777	409	522	2e-07	58.5
871222544	XM_013080654.1	sp	P46531	NOTC1_HUMAN	32.34	167	81	7	7370	7792	291	451	2e-07	58.5
871222544	XM_013080654.1	sp	P46531	NOTC1_HUMAN	34.07	135	61	5	7385	7777	867	977	1e-06	55.8
871222544	XM_013080654.1	sp	P46531	NOTC1_HUMAN	34.19	117	59	4	7442	7792	730	828	4e-06	54.3
871222544	XM_013080654.1	sp	P46531	NOTC1_HUMAN	33.59	131	65	6	7385	7777	639	747	5e-06	53.9
871222544	XM_013080654.1	sp	P46531	NOTC1_HUMAN	33.96	106	51	4	7463	7777	125	212	1e-05	52.4
871222544	XM_013080654.1	sp	P46531	NOTC1_HUMAN	30.25	119	63	4	7424	7777	1116	1215	3e-04	48.1
871222544	XM_013080654.1	sp	P46531	NOTC1_HUMAN	29.85	134	70	6	7385	7777	827	939	4e-04	47.8
871222544	XM_013080654.1	sp	P46531	NOTC1_HUMAN	27.39	157	79	8	7385	7777	450	597	7e-04	47.0
871222480	XM_013080642.1	tr	E9PKG2	E9PKG2_HUMAN	42.58	209	109	5	1015	1608	44	252	1e-23	104
871222480	XM_013080642.1	tr	E9PKG2	E9PKG2_HUMAN	43.88	196	101	5	43	603	46	241	5e-22	99.8
871222480	XM_013080642.1	tr	E9PKG2	E9PKG2_HUMAN	40.85	213	105	6	1024	1602	127	338	9e-17	84.0
871222480	XM_013080642.1	tr	E9PKG2	E9PKG2_HUMAN	40.89	203	100	6	70	624	138	338	1e-15	80.5
871222480	XM_013080642.1	tr	E9PKG2	E9PKG2_HUMAN	32.80	189	74	5	79	600	221	371	2e-09	61.2
871222480	XM_013080642.1	tr	E9PKG2	E9PKG2_HUMAN	39.09	110	64	3	58	381	264	372	4e-09	60.1
871222480	XM_013080642.1	tr	E9PKG2	E9PKG2_HUMAN	31.47	143	62	2	280	708	47	153	4e-08	57.0
871222480	XM_013080642.1	tr	E9PKG2	E9PKG2_HUMAN	47.37	76	37	1	1360	1578	42	117	2e-06	51.6
871222480	XM_013080642.1	tr	E9PKG2	E9PKG2_HUMAN	35.71	98	60	3	997	1281	251	348	7e-04	43.5
871222483	XM_013080643.1	sp	Q07954	LRP1_HUMAN	45.60	193	97	4	52	606	854	1046	9e-25	108
871222483	XM_013080643.1	sp	Q07954	LRP1_HUMAN	39.09	197	75	6	46	615	3451	3609	3e-23	103
871222483	XM_013080643.1	sp	Q07954	LRP1_HUMAN	39.41	203	107	5	52	615	3575	3776	2e-16	82.8
871222483	XM_013080643.1	sp	Q07954	LRP1_HUMAN	40.19	214	110	7	49	648	3535	3744	2e-16	82.8
871222483	XM_013080643.1	sp	Q07954	LRP1_HUMAN	37.02	208	109	8	52	615	2734	2939	7e-16	81.3
871222483	XM_013080643.1	sp	Q07954	LRP1_HUMAN	39.65	227	102	11	43	636	933	1153	7e-16	81.3
871222483	XM_013080643.1	sp	Q07954	LRP1_HUMAN	35.38	195	78	8	46	606	3372	3526	2e-14	76.6
871222483	XM_013080643.1	sp	Q07954	LRP1_HUMAN	37.95	195	89	8	85	606	2666	2849	4e-11	66.2
871222483	XM_013080643.1	sp	Q07954	LRP1_HUMAN	33.50	206	104	7	40	639	2518	2696	1e-07	55.5
871222483	XM_013080643.1	sp	Q07954	LRP1_HUMAN	27.98	168	77	6	133	624	3324	3451	2e-07	54.7
871222483	XM_013080643.1	sp	Q07954	LRP1_HUMAN	40.40	99	43	5	49	300	26	123	8e-07	52.8
871222483	XM_013080643.1	sp	Q07954	LRP1_HUMAN	35.23	88	27	3	58	270	1107	1181	9e-06	49.3
871222483	XM_013080643.1	sp	Q07954	LRP1_HUMAN	31.74	230	102	4	82	606	2577	2806	2e-05	48.5
871222483	XM_013080643.1	sp	Q07954	LRP1_HUMAN	31.28	211	83	5	166	615	802	1011	1e-04	45.4
524876843	XM_005095074.1	tr	E9PDP5	E9PDP5_HUMAN	31.35	185	108	6	103	642	1126	1296	5e-11	64.7
524876843	XM_005095074.1	tr	E9PDP5	E9PDP5_HUMAN	27.83	212	114	6	103	648	291	493	2e-08	56.6
524876843	XM_005095074.1	tr	E9PDP5	E9PDP5_HUMAN	25.84	267	142	9	124	819	1066	1311	3e-08	56.2
524876843	XM_005095074.1	tr	E9PDP5	E9PDP5_HUMAN	32.74	113	66	3	103	438	1295	1398	8e-06	48.5
524876843	XM_005095074.1	tr	E9PDP5	E9PDP5_HUMAN	32.08	106	64	1	118	435	610	707	2e-04	43.9
524876843	XM_005095074.1	tr	E9PDP5	E9PDP5_HUMAN	30.23	129	78	3	103	489	490	606	7e-04	42.4
871222573	XM_005095046.2	sp	Q92752	TENR_HUMAN	48.91	184	92	1	2525	3070	1160	1343	1e-52	204
871222579	XM_005095047.2	tr	I3L4X2	I3L4X2_HUMAN	35.99	1520	867	19	840	5363	15	1440	0.0	885
871222581	XM_005095048.2	tr	I3L4X2	I3L4X2_HUMAN	35.99	1520	867	19	720	5243	15	1440	0.0	885
871222583	XM_005095050.2	tr	I3L4X2	I3L4X2_HUMAN	35.99	1520	867	19	322	4845	15	1440	0.0	885
871222576	XM_013080663.1	sp	Q92887	MRP2_HUMAN	36.37	1416	823	14	648	4889	198	1537	0.0	885
871222585	XR_001184726.1	sp	Q92887	MRP2_HUMAN	32.56	1072	647	12	648	3857	198	1195	3e-177	572
871222585	XR_001184726.1	sp	Q92887	MRP2_HUMAN	22.62	535	349	16	1245	2738	1022	1528	3e-16	85.5
871222588	XM_013080664.1	sp	Q9BY76	ANGL4_HUMAN	33.51	188	105	10	1025	1579	184	354	7e-16	81.3
871222591	XM_005095054.2	sp	Q9BY76	ANGL4_HUMAN	33.51	188	105	10	952	1506	184	354	7e-16	81.3
871222593	XM_005095053.2	sp	Q9BY76	ANGL4_HUMAN	33.51	188	105	10	1125	1679	184	354	8e-16	81.3
871222597	XM_013080665.1	sp	Q8IYE1	CCD13_HUMAN	35.53	698	355	18	775	2691	53	714	7e-83	286
871222595	XM_005095055.2	sp	Q8IYE1	CCD13_HUMAN	35.53	698	355	18	806	2722	53	714	7e-83	286
871222602	XM_013080666.1	sp	Q13438	OS9_HUMAN	45.61	239	123	3	234	938	29	264	7e-60	222
871222605	XM_005095060.2	sp	P14868	SYDC_HUMAN	67.36	481	154	1	616	2049	21	501	0.0	694
871222630	XM_005095076.2	tr	C9J7K9	C9J7K9_HUMAN	42.34	248	129	3	1	744	76	309	2e-49	173
524876849	XM_005095077.1	sp	Q9UHB9	SRP68_HUMAN	51.31	573	259	8	122	1819	60	619	7e-173	543
871222634	XM_005095079.2	sp	Q93009	UBP7_HUMAN	65.99	1038	343	6	272	3373	71	1102	0.0	1406
871222632	XM_005095078.2	sp	Q93009	UBP7_HUMAN	65.99	1038	343	6	462	3563	71	1102	0.0	1408
871222637	XM_005095080.2	sp	Q14CZ0	CP072_HUMAN	35.75	193	115	3	174	728	14	205	6e-31	127
871222640	XM_005095081.2	sp	Q96FJ2	DYL2_HUMAN	94.38	89	5	0	37	303	1	89	4e-55	180
871222608	XM_013080667.1	sp	Q969Z3	MARC2_HUMAN	35.60	191	108	7	437	985	149	332	1e-23	102
871222608	XM_013080667.1	sp	Q969Z3	MARC2_HUMAN	52.50	40	19	0	326	445	54	93	5e-04	43.1
871222642	XM_005095082.2	sp	P30874	SSR2_HUMAN	40.23	348	189	6	997	2007	20	359	5e-69	236
871222645	XM_005095084.2	tr	H3BTI0	H3BTI0_HUMAN	32.14	224	122	9	820	1443	53	262	1e-20	97.1
871222611	XM_013080668.1	sp	P07098	LIPG_HUMAN	40.06	322	175	7	70	996	74	390	4e-70	236
871222659	XM_005095085.2	sp	Q8NFU5	IPMK_HUMAN	31.83	399	238	12	176	1321	33	414	2e-48	181
